Gap,InAveRT,InAveRT_Z
50.0,652.9060425719284,-0.9490976804507878
60.0,661.0063362595678,-0.5092381809109093
70.0,668.2523300148617,-0.11576859699493008
80.0,674.9880997660038,0.24999496985873274
90.0,685.0772826144893,0.7978544783692773
100.0,687.7538960422889,0.9431990656414941
110.0,682.5462691992345,0.6604162153762339
120.0,679.7258823055445,0.507264488364114
130.0,678.2162760632508,0.4252903437413301
140.0,677.2802680889861,0.37446354473851495
150.0,672.029595647128,0.08934324644021824
160.0,663.8904968442927,-0.35262343577819943
170.0,652.8086774879204,-0.9543847674103378
180.0,642.4407757107605,-1.5173791800622076
190.0,641.0093099860002,-1.5951101638489265
200.0,644.3387569150138,-1.414315625229262
210.0,650.1811909178545,-1.097061684115287
220.0,653.4599269958436,-0.9190208295486985
230.0,652.7075309354215,-0.9598771944355755
240.0,643.9340768001242,-1.4362904325230659
250.0,638.0866515285214,-1.7538154078815342
260.0,647.8987510058928,-1.2210019900004034
270.0,662.4102494929533,-0.433003343502892
280.0,663.1510227518698,-0.3927781161834479
290.0,663.4399611487778,-0.3770882778192262
300.0,667.2302292077684,-0.1712703808590665
310.0,661.7873423782588,-0.46682824199360345
320.0,663.5343584091772,-0.3719623486469803
330.0,670.247169280384,-0.007445487385451382
340.0,681.0262750451911,0.5778779897658104
350.0,688.6887346330113,0.9939623651615084
360.0,691.8564832101056,1.1659764127404304
370.0,689.9171911196273,1.0606696076697608
380.0,689.8902339583028,1.0592057887088129
390.0,696.8712037508824,1.438284128047634
400.0,699.926572184586,1.6041957458213933
410.0,694.2939940581115,1.2983373298961831
420.0,692.7433116180343,1.2141326790106934
430.0,696.6695132954768,1.4273319988782873
440.0,692.2525931130814,1.1874858431888102
450.0,687.9652895510136,0.9546780868398852
460.0,692.6576254164842,1.2094797749081119
470.0,681.2118146677443,0.5879531016899112
480.0,667.8737876542899,-0.1363240804991699
490.0,653.649222055412,-0.9087417911115884
500.0,637.8444019063165,-1.7669699676661217
