Gap,OutAveRT,OutAveRT_Z
50.0,665.1861267049851,2.8284900840375315
60.0,635.7901108362553,2.1521770085428757
70.0,606.5387977640337,1.4791931050617395
80.0,576.9776588121888,0.7990810487570512
90.0,553.3617139496215,0.25574985816175816
100.0,543.2619992711221,0.02338608729100952
110.0,530.3585634132214,-0.27348279550164134
120.0,526.7794162728746,-0.35582810450355895
130.0,535.2106839837433,-0.16185023276339366
140.0,526.5129370191837,-0.3619589830696897
150.0,519.6169644316951,-0.5206143753513501
160.0,527.0785905912988,-0.3489450117638476
170.0,537.5971097213185,-0.1069458220015267
180.0,554.7655476120461,0.28804780853561446
190.0,580.0304642387018,0.8693168329569124
200.0,589.8473941458254,1.0951745848050072
210.0,578.5259532957723,0.8347026040263033
220.0,564.4378244281954,0.5105775319436131
230.0,540.1126308447907,-0.0490713183584317
240.0,520.4820947289102,-0.50071035384633
250.0,518.4370037528441,-0.5477616880769967
260.0,516.9627373274299,-0.581680082485372
270.0,527.6882926955362,-0.33491761747022203
280.0,548.8521839660839,0.1519992646860623
290.0,550.0366285121527,0.17924973758285992
300.0,540.3527578554105,-0.043546724896964276
310.0,552.703564431075,0.24060783595673643
320.0,557.1991757205293,0.34403820254031087
330.0,554.3298572932177,0.2780238971046941
340.0,580.3934038571114,0.877666971650589
350.0,590.2211035772575,1.103772504197956
360.0,593.2128005289179,1.1726023679237325
370.0,569.0003926165978,0.6155483734832288
380.0,542.3180765751376,0.00166929191298108
400.0,488.86733451915075,-1.2280700002681137
410.0,459.43401829999976,-1.9052412435778578
420.0,441.7805827907757,-2.3113931968087145
430.0,458.4709951290147,-1.927397482894437
440.0,481.7485813282047,-1.391850897848101
450.0,524.3312240675903,-0.4121535741573985
460.0,554.3305227594384,0.2780392074620003
470.0,536.4356383544192,-0.13366775179481621
480.0,520.9880742060366,-0.4890693022888448
490.0,502.5317257896815,-0.9136938437779554
500.0,477.9491705194263,-1.4792638051151021
