Gap,Tone,tGap,Key,RT
420,1,420,M,465
480,2,480,C,381
70,1,70,M,372
410,1,410,M,445
450,2,450,C,495
60,1,60,M,425
290,2,290,C,467
130,1,130,M,383
360,2,360,C,371
440,2,440,C,408
60,2,60,C,448
400,2,400,C,400
320,2,320,C,377
160,2,160,M,633
390,1,390,M,373
270,2,270,C,452
200,2,200,C,401
490,1,490,M,374
190,1,190,M,404
480,1,480,M,381
350,1,350,M,358
100,1,100,M,388
160,1,160,M,361
380,2,380,C,359
430,1,430,M,312
310,2,310,C,392
90,1,90,M,437
440,1,440,M,518
220,2,220,M,451
300,1,300,M,412
270,1,270,M,415
250,2,250,C,409
50,2,50,C,430
70,2,70,C,410
360,1,360,M,391
110,2,110,C,397
250,1,250,M,361
180,1,180,M,340
240,2,240,C,377
460,1,460,M,374
110,1,110,M,441
340,1,340,M,412
290,1,290,M,462
380,1,380,M,361
100,2,100,C,404
150,2,150,C,413
370,2,370,C,405
390,2,390,C,512
470,2,470,C,396
50,1,50,M,393
220,1,220,M,386
230,1,230,M,305
450,1,450,M,366
260,1,260,M,351
280,2,280,C,428
230,2,230,C,386
430,2,430,C,423
330,2,330,C,367
470,1,470,M,384
90,2,90,C,442
300,2,300,C,399
500,1,500,M,351
150,1,150,M,385
410,2,410,C,435
80,1,80,M,404
240,1,240,M,365
170,1,170,C,443
260,2,260,C,442
120,2,120,C,394
210,1,210,M,370
170,2,170,C,393
330,1,330,M,402
140,1,140,M,364
140,2,140,C,429
460,2,460,C,424
210,2,210,C,394
370,1,370,M,412
280,1,280,M,392
490,2,490,C,417
190,2,190,C,405
320,1,320,C,429
130,2,130,C,433
340,2,340,C,397
400,1,400,M,303
310,1,310,M,410
350,2,350,C,429
200,1,200,M,355
80,2,80,C,448
180,2,180,C,442
120,1,120,M,375
420,2,420,C,372
500,2,500,C,394
