Gap,CombinedAvgRT,CombinedAvgRT_Z
50.0,728.2991467104619,2.00543775711738
60.0,706.9463408756914,1.4768745360861246
70.0,685.625559883558,0.9491040518084506
80.0,666.0839439529722,0.4653746749596877
90.0,651.2224046846713,0.09749500959298395
100.0,641.6317309760225,-0.13991067032232296
110.0,635.9877668609328,-0.2796202651709245
120.0,645.4673524592289,-0.04496443882899225
130.0,663.7472994964055,0.4075338305327437
140.0,675.8008153788413,0.7059042287310539
150.0,686.2370242260885,0.9642401217439229
160.0,702.6484690000473,1.370485847885209
170.0,717.7878714698686,1.7452436851389341
180.0,721.9926263043118,1.8493273721324714
190.0,717.0461178076089,1.726882458611163
200.0,706.0014433375418,1.4534847253898848
210.0,685.9667166560084,0.9575489804945616
220.0,660.264602317748,0.32132381893651
230.0,636.290012227834,-0.27213854188325387
240.0,625.2369916166006,-0.5457428738668785
250.0,626.5288627132735,-0.5137641468883982
260.0,625.7104032137537,-0.5340241348589424
270.0,638.4803231954353,-0.21792000830720282
280.0,666.9828924637713,0.48762707233013264
290.0,684.5658089789107,0.9228711831172994
300.0,682.1918920772216,0.8641077038009612
310.0,670.5977601194122,0.577108806321078
320.0,647.1670156619244,-0.0028913050199377817
330.0,622.0061465912017,-0.6257185860281728
340.0,604.1145374881996,-1.0686040133622978
350.0,597.3931244305932,-1.2349845707045504
360.0,596.2944705669833,-1.2621804357089739
370.0,592.6906035810025,-1.3513898612532427
380.0,586.2555757809325,-1.5106812933840037
390.0,586.4830466374592,-1.505050523847351
400.0,590.0442481749014,-1.4168972305547765
410.0,597.7094771755801,-1.2271536361113975
420.0,612.2215969811192,-0.8679234324668436
430.0,621.0258773028526,-0.6499839821797239
440.0,619.9839146329773,-0.6757765243517121
450.0,617.8779286450682,-0.7279076937085418
460.0,614.8892752019581,-0.8018882423380856
470.0,617.8364876040206,-0.7289335172142916
480.0,624.4838684067031,-0.5643855399753573
490.0,631.7094076908562,-0.38552593963652004
500.0,639.5268511986444,-0.19201445675786633
