Gap,Tone,tGap,Key,RT
320,1,320,M,517
400,1,400,M,435
470,2,470,C,615
80,1,80,M,611
260,2,260,C,730
250,2,250,C,592
440,2,440,C,654
330,1,330,M,484
130,1,130,M,525
360,1,360,C,740
460,2,460,C,723
90,2,90,C,564
100,1,100,M,533
380,2,380,C,515
450,2,450,C,449
440,1,440,M,595
330,2,330,C,708
360,2,360,C,579
420,2,420,C,649
230,2,230,C,666
70,1,70,M,622
190,2,190,C,888
210,2,210,C,779
480,2,480,C,529
150,2,150,C,610
410,2,410,C,479
500,1,500,M,559
270,2,270,C,847
350,2,350,C,499
390,2,390,C,436
470,1,470,M,555
110,1,110,M,633
230,1,230,M,582
270,1,270,M,608
400,2,400,C,492
290,2,290,C,555
70,2,70,C,684
280,2,280,C,507
350,1,350,M,580
250,1,250,M,472
140,1,140,M,457
190,1,190,M,597
490,2,490,C,480
60,2,60,C,502
390,1,390,M,554
370,1,370,M,723
50,2,50,C,517
50,1,50,M,645
130,2,130,M,1756
220,1,220,M,555
260,1,260,M,540
450,1,450,M,621
160,1,160,M,711
210,1,210,M,553
340,1,340,M,621
490,1,490,M,495
380,1,380,M,505
180,2,180,C,457
420,1,420,M,573
310,2,310,C,599
200,2,200,C,660
160,2,160,C,717
310,1,310,M,816
370,2,370,C,651
340,2,340,C,973
320,2,320,C,675
480,1,480,M,644
120,2,120,C,563
300,2,300,C,449
430,1,430,M,598
180,1,180,M,690
120,1,120,M,643
240,1,240,M,526
60,1,60,M,438
100,2,100,C,530
240,2,240,C,905
110,2,110,C,571
290,1,290,M,626
140,2,140,C,649
170,2,170,C,640
460,1,460,M,473
500,2,500,C,640
280,1,280,M,562
170,1,170,M,570
200,1,200,M,496
410,1,410,M,461
80,2,80,C,454
300,1,300,C,506
430,2,430,C,505
90,1,90,M,547
220,2,220,C,577
150,1,150,M,920
