Gap,OutAveRT,OutAveRT_Z
50.0,486.36834689823166,0.5392663403315576
60.0,478.3084125144161,0.24066919379871315
70.0,470.6255437709619,-0.04395876652170173
80.0,462.2103399908513,-0.3557176117647923
90.0,453.253769137413,-0.6875325338473052
100.0,444.9839564123227,-0.9939050630122356
110.0,434.5117768075097,-1.3818688849331167
120.0,426.7453077486969,-1.6695939939927873
130.0,428.80616826527677,-1.5932451007699577
140.0,435.61931081051426,-1.3408379686455942
150.0,447.3486963244701,-0.9062983212653788
160.0,454.9308154424643,-0.6254028417871187
170.0,455.7921183665158,-0.5934940714206245
180.0,449.70011367871825,-0.819185141572975
190.0,448.2094355670347,-0.874410433659902
200.0,458.49412971710154,-0.4933924029995582
210.0,478.2604197135595,0.23889119999535455
220.0,497.0658128374157,0.9355763662526992
230.0,515.1302078247803,1.604809704913675
240.0,532.2211217139467,2.2379783978488317
250.0,540.6596752885947,2.5506022851244
260.0,536.7871042745185,2.407134782849083
270.0,528.663067801681,2.106162840200383
280.0,514.0976764379731,1.5665574175966297
290.0,498.1366335166164,0.9752471605832023
300.0,477.36995669260796,0.2059021327787464
310.0,463.629845851731,-0.30312904474166197
320.0,464.23308139771194,-0.280780920781895
330.0,464.9625891561976,-0.2537547782992963
340.0,465.5554082413018,-0.23179255394449735
350.0,472.8812756452823,0.03960954420397451
360.0,479.8967512309158,0.29951252748971724
370.0,478.1898533333075,0.23627692067482975
380.0,473.95672705748865,0.07945189373530061
390.0,469.335992550651,-0.0917328917634628
400.0,463.061024887088,-0.3242022084725607
410.0,456.8215198401188,-0.5553577382921842
420.0,454.1030148596855,-0.6560704477681676
430.0,462.9735133708704,-0.3274442558375876
440.0,474.00856710375984,0.08137241680107048
450.0,474.95398117199886,0.11639726063044899
460.0,475.9410310773481,0.15296459122989134
470.0,472.5796460120135,0.028435042835245006
480.0,467.3843464223254,-0.164035709281441
490.0,460.79480531153473,-0.40815905805137126
500.0,453.79408837041984,-0.6675152764467196
