Gap,CombinedAvgRT,CombinedAvgRT_Z
50.0,482.44116786639273,1.454087899261423
60.0,477.22219677015994,1.164380758056152
70.0,471.6581223691106,0.8555167964708892
80.0,466.1938736028228,0.5521941951906604
90.0,458.0715318486126,0.10131980517861763
100.0,445.03267404873526,-0.6224723270505091
110.0,432.73961697926217,-1.3048647669781819
120.0,427.2154132084296,-1.611515494175828
130.0,427.8917224590998,-1.573973301285782
140.0,432.4880349918864,-1.3188301821907662
150.0,446.5135035608621,-0.5402708975617867
160.0,461.86211355623624,0.3117364888067986
170.0,472.5379440934968,0.9043560469366
180.0,477.59125700157097,1.1848674368675796
190.0,480.30629745695745,1.3355804019488466
200.0,481.49442770322526,1.4015339799010644
210.0,482.7033796780569,1.468643380207142
220.0,480.3015342096557,1.335315992214974
230.0,474.62437146790285,1.0201744522939156
240.0,472.8849414490094,0.9236180068167588
250.0,472.82454698498583,0.9202654863305818
260.0,468.8371675252903,0.6989244819699997
270.0,463.8425812926255,0.4216730329223151
280.0,456.05655823849185,-0.010532173578942455
290.0,444.7104822925019,-0.6403573183442226
300.0,432.73967086330924,-1.3048617758535048
310.0,428.32378222221695,-1.5499894936550318
320.0,432.6930609204092,-1.3074491121426552
330.0,442.91610285009574,-0.739964027964102
340.0,454.68830620951894,-0.08648438263566235
350.0,466.47902019335066,0.568022794744677
360.0,475.2816737339963,1.0566615599836153
370.0,476.3420264962938,1.1155221594715221
380.0,472.2520682793248,0.8884869678908721
390.0,461.9251171579842,0.31523384355574624
400.0,449.546448619607,-0.3719109227315193
410.0,438.1795249676694,-1.0028933318654703
420.0,431.36941125167687,-1.3809254266144007
430.0,430.60846630109717,-1.4231657805428137
440.0,438.2025456262934,-1.001615446037854
450.0,448.74468422667013,-0.4164171799831814
460.0,456.5874326297506,0.018936872981149943
470.0,455.258071156568,-0.05485650600539968
480.0,451.6042247534605,-0.25768295902245497
490.0,446.35126311331794,-0.5492769287083871
500.0,439.1910513299717,-0.9467431050730878
