Gap,InAveRT,InAveRT_Z
50.0,536.2405421106862,-0.5733329772229577
60.0,535.8832634558573,-0.5904920152205025
70.0,536.700305480401,-0.5512519012219467
80.0,539.4602884444447,-0.41869807548251736
90.0,544.0053383908607,-0.20041275762984923
100.0,559.564815032049,0.5468629256486455
110.0,569.4149341941112,1.0199350409227326
120.0,574.2268834374435,1.2510387432923744
130.0,570.2667193424494,1.0608437644877617
140.0,557.2520509700262,0.43578770219703983
150.0,540.8776507891079,-0.3506263505147495
160.0,523.3777502218794,-1.1910948608156655
170.0,511.4317323441264,-1.7648267978156555
180.0,505.4639088536499,-2.051443724552511
190.0,500.85339147374845,-2.27287324977272
200.0,508.3334375777258,-1.9136287396773295
210.0,527.926911509834,-0.9726120873783239
220.0,548.8234384277772,0.030986349179436018
230.0,562.3156894274962,0.678979293755109
240.0,578.3533906064055,1.4492226883793735
250.0,587.3683488044236,1.882184490533961
260.0,580.1861430243252,1.5372443710467623
270.0,568.0090525255057,0.9524146988994768
280.0,563.7782112343743,0.7492198942423702
290.0,550.3737175749918,0.10544167539140628
300.0,530.9099729160998,-0.829344463277904
310.0,526.3279304663195,-1.049406421750642
320.0,534.5081709078617,-0.6565336467657756
330.0,539.8162575953398,-0.4016019290891954
340.0,541.5603459641669,-0.317838518688664
350.0,551.0117111602431,0.1360826219566577
360.0,554.324823543553,0.29520161915110765
370.0,541.0527181087646,-0.34221838449294323
380.0,530.4547882843746,-0.8512056360239044
390.0,526.7087195146914,-1.0311182490267676
400.0,532.929776630842,-0.7323392595792853
410.0,546.5383615151677,-0.07875914230412422
420.0,563.0544948876649,0.714461936763549
430.0,568.5966557222021,0.9806355440110365
440.0,571.426522837959,1.1165456990426497
450.0,570.7372139419082,1.0834402297415289
460.0,559.6312315039133,0.5500527125250256
470.0,556.9022483798748,0.41898771749344044
480.0,559.7114682385986,0.5539062457844454
490.0,562.8389392290037,0.7041094354664184
500.0,566.6693717135576,0.8880737883913721
