Gap,Tone,tGap,Key,RT
430,1,430,M,432
380,1,380,M,348
240,1,240,M,367
500,1,500,M,412
400,2,400,C,474
220,1,220,M,435
90,1,90,M,365
250,1,250,M,351
240,2,240,C,421
430,2,430,C,486
410,1,410,M,435
120,1,120,M,365
230,2,230,M,310
500,2,500,C,428
360,1,360,M,414
190,1,190,C,464
350,1,350,M,493
80,2,80,C,483
260,1,260,C,343
270,1,270,M,571
390,1,390,M,358
470,2,470,C,463
280,1,280,M,434
310,1,310,M,356
300,2,300,M,355
130,1,130,M,394
410,2,410,C,429
220,2,220,M,383
460,1,460,M,404
490,1,490,C,3
60,2,60,C,477
180,1,180,M,486
210,2,210,C,401
260,2,260,C,361
340,2,340,C,479
120,2,120,C,390
150,2,150,C,548
440,1,440,M,448
450,2,450,C,489
70,1,70,M,520
80,1,80,M,616
110,2,110,C,433
140,2,140,C,363
420,2,420,C,553
50,2,50,C,482
160,2,160,C,317
370,2,370,C,390
100,2,100,C,377
200,1,200,M,568
380,2,380,M,331
330,1,330,M,528
300,1,300,M,375
350,2,350,C,427
170,1,170,M,423
150,1,150,M,501
160,1,160,M,374
90,2,90,C,449
400,1,400,M,479
270,2,270,C,577
210,1,210,M,387
290,1,290,M,449
420,1,420,M,350
320,1,320,M,347
480,2,480,C,415
480,1,480,M,476
440,2,440,C,413
390,2,390,C,459
200,2,200,C,417
230,1,230,M,416
360,2,360,M,371
170,2,170,C,555
180,2,180,C,435
70,2,70,C,384
250,2,250,C,401
60,1,60,M,384
460,2,460,M,366
140,1,140,C,343
320,2,320,C,478
280,2,280,C,413
130,2,130,C,439
100,1,100,M,414
450,1,450,M,383
370,1,370,M,389
190,2,190,M,323
110,1,110,M,525
490,2,490,C,467
470,1,470,M,435
310,2,310,C,578
330,2,330,C,524
290,2,290,C,426
340,1,340,M,408
50,1,50,M,342
