Gap,CombinedAvgRT,CombinedAvgRT_Z
50.0,437.1664505263856,2.6883146767716197
60.0,431.0980463760117,2.188768605024754
70.0,425.2262048608495,1.7054034088160055
80.0,419.71561578733736,1.2517762184591121
90.0,414.9924901296425,0.8629723731313494
100.0,412.79219999501925,0.6818462868955304
110.0,408.8210522313672,0.35494464743624893
120.0,405.78809227166767,0.10527386149492304
130.0,403.21752226909905,-0.1063333609499387
140.0,400.4523665804601,-0.3339587180947818
150.0,397.6934377342511,-0.5610714866581431
160.0,401.82087447142726,-0.22130426658711047
170.0,405.0706890023897,0.04621781048947354
180.0,407.5699678807285,0.25195640583288514
190.0,411.57667064851273,0.5817849041837418
200.0,412.64587755452834,0.6698011431403731
210.0,411.8649250099174,0.605513767709538
220.0,411.94694843173585,0.6122658687801507
230.0,406.25552688089357,0.14375269663034268
240.0,395.53358342323213,-0.7388689289311003
250.0,387.2220063289239,-1.423071164740842
260.0,382.10986035927397,-1.8438988443175008
270.0,380.3507343032013,-1.9887086640399587
280.0,386.8871409421188,-1.4506370097961991
290.0,395.07381006803155,-0.7767170958944325
300.0,397.27777684212697,-0.5952883517010927
310.0,397.018863616159,-0.616601876929571
320.0,395.9223377214244,-0.7068669927178209
330.0,395.46631083209354,-0.744406753671637
340.0,400.30921508917095,-0.345742831902328
350.0,406.0386095317803,0.1258962376737327
360.0,409.95450684893393,0.4482497055171144
370.0,409.65124030104084,0.4232850510646103
380.0,406.02659642575827,0.12490732860075701
390.0,404.44894030252993,-0.004964034511660603
400.0,405.0051211924539,0.04082032194473476
410.0,410.08408418710087,0.45891640612978235
420.0,417.45817562727296,1.0659455888207896
430.0,417.5054747042788,1.0698392101963645
440.0,411.26555807550386,0.5561743713539424
450.0,408.5067120911628,0.3290684239118477
460.0,404.1658057030021,-0.028271443422624692
470.0,398.5696765439599,-0.48894022373373985
480.0,392.35662154808017,-1.0003938349022932
490.0,386.65213407709797,-1.4699825829231075
500.0,380.8493035183228,-1.9476668535843182
