Gap,OutAveRT,OutAveRT_Z
50.0,457.66945059409215,2.6846834037671674
60.0,448.9209063015685,2.0397431084571673
70.0,440.5646648138043,1.4237232687444188
80.0,432.86317371049535,0.8559714485084362
90.0,426.09222412507995,0.3568188947654367
100.0,422.60110327620976,0.09945441949411792
110.0,422.635021475876,0.10195485990770961
120.0,420.4297809958864,-0.0606148658476341
130.0,413.04707244395775,-0.6048661234811515
140.0,409.12782701655453,-0.8937918257264841
150.0,401.9733915264259,-1.4212148556039328
160.0,393.8622009698426,-2.0191696076132524
170.0,393.26288368027656,-2.063351114478049
180.0,397.4265407951873,-1.7564074493982569
190.0,400.87347957405905,-1.5023000642575273
200.0,407.62681003514786,-1.0044463875466763
210.0,417.5153052135444,-0.27546922434288745
220.0,423.2331922128168,0.1460518432261898
230.0,423.9165859020182,0.1964314393040427
240.0,420.3339051166849,-0.06768280947091472
250.0,418.8645116674893,-0.1760060931354493
260.0,417.71561104140113,-0.2607027334330089
270.0,416.6289775392401,-0.34080905836484593
280.0,422.5367925011071,0.09471344672202088
290.0,429.2399158506401,0.5888658688846018
300.0,426.904179719663,0.41667603938737063
310.0,423.9863425202592,0.20157387814459643
320.0,423.6845613438403,0.17932665225983618
330.0,421.476549649936,0.016552633371740358
340.0,423.4056982508638,0.1587689412256673
350.0,430.91932073305577,0.7126711380350166
360.0,437.9796393741956,1.2331558995159333
370.0,439.9263702328646,1.3766683666074049
380.0,437.9103948386559,1.2280512112722306
390.0,433.88015338677997,0.9309429124247569
400.0,427.93359702064396,0.4925644015985861
410.0,428.16104550861223,0.509331841997034
420.0,428.9218208861087,0.565415994996804
430.0,425.0993097757784,0.2836215201801217
440.0,421.67638512254433,0.03128444982120233
450.0,420.3603904539825,-0.0657303176406207
460.0,416.5258793671845,-0.3484094274443404
470.0,413.43205301686453,-0.576485460815787
480.0,409.2414118632859,-0.8854183818546524
490.0,405.4913013107543,-1.161875507328862
500.0,401.71495704689977,-1.4402665748352481
